Source,Target,Pvalue_Adjusted
ABCA7,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
ABCA7,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
ARID5A,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
ATG16L2,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
C2CD2L,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
CLK3,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
DYRK1B,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
IQSEC1,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
KIAA0513,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
PLEKHM1,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
RASA4,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
RASA4,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
RASGRP2,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
SH2B2,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
SH2D3C,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
SH2D3C,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
SNX29,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
SPSB3,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
STARD3,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
TCAP,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
TUBGCP6,Autosomal dominant centronuclear myopathy ORPHA:169189,0.0036432528126817
TUBGCP6,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
USP20,Homocystinuria due to methylene tetrahydrofolate reductase deficiency ORPHA:395,0.0081550609410495
