Source,Target,Pvalue_Adjusted
AANAT,Colorectal Carcinoma,0.0034602840073026
AANAT,Breast Carcinoma,0.0042545616049287
AANAT,Colorectal Cancer,0.0149315928814189
AANAT,melanoma,0.0149315928814189
AANAT,Malignant neoplasm of breast,0.0191435238361999
ABCB1,Colorectal Carcinoma,0.0034602840073026
ABCB1,Mammary Neoplasms,0.0034602840073026
ABCB1,Ovarian Carcinoma,0.0034602840073026
ABCB1,Breast Carcinoma,0.0042545616049287
ABCB1,Invasive carcinoma of breast,0.0149002095788623
ABCB1,Epithelioma,0.0149002095788623
ABCB1,Colorectal Cancer,0.0149315928814189
ABCB1,Tumor Progression,0.0149315928814189
ABCB1,Stomach Carcinoma,0.0149315928814189
ABCB1,Retroviridae Infections,0.0149315928814189
ABCB1,melanoma,0.0149315928814189
ABCB1,Adenocarcinoma,0.0155921563748247
ABCB1,Proliferative vitreoretinopathy,0.0182265588252201
ABCB1,Squamous cell carcinoma,0.0182265588252201
ABCB1,Esophageal Neoplasms,0.0182265588252201
ABCB1,Malignant mesothelioma,0.0182265588252201
ABCB1,ovarian neoplasm,0.0191435238361999
ABCB1,Malignant neoplasm of breast,0.0191435238361999
ABCB1,Fibrosarcoma,0.0191435238361999
ABCB1,Malignant neoplasm of stomach,0.0191435238361999
ABCB1,Carcinogenesis,0.0228075668512991
ABCB1,Malignant neoplasm of esophagus,0.0248454592431097
ABCB1,Malignant neoplasm of ovary,0.0277695594716545
ABCB1,Carcinoma Spindle-Cell,0.0308703957553632
ABCB1,Hematopoietic Neoplasms,0.0334891258932371
ABCB1,Medulloblastoma,0.0354767239335874
ABCB1,Epithelial ovarian cancer,0.0387439397151409
ABCB1,Brain Tumor Primary,0.044151975756427
ABCB1,Breast Carcinoma,0.0075861267486594
ABCB1,Esophagus Neoplasm,0.0102679590519094
ABCB1,Marfan Syndrome,0.0133304506157067
ABCB1,Mammary Neoplasms,0.0155248163763686
ABCB1,Anaplastic Carcinoma,0.0402286636010764
ABCB1,Breast Cancer,0.0402286636010764
ABCC2,Colorectal Carcinoma,0.0034602840073026
ABCC2,Mammary Neoplasms,0.0034602840073026
ABCC2,Ovarian Carcinoma,0.0034602840073026
ABCC2,Breast Carcinoma,0.0042545616049287
ABCC2,Colorectal Cancer,0.0149315928814189
ABCC2,Stomach Carcinoma,0.0149315928814189
ABCC2,melanoma,0.0149315928814189
ABCC2,Adenocarcinoma,0.0155921563748247
ABCC2,Squamous cell carcinoma,0.0182265588252201
ABCC2,Malignant neoplasm of breast,0.0191435238361999
ABCC2,Fibrosarcoma,0.0191435238361999
ABCC2,Carcinogenesis,0.0228075668512991
ABCC2,Malignant neoplasm of ovary,0.0277695594716545
ABCC2,Hematopoietic Neoplasms,0.0334891258932371
ABCC2,Epithelial ovarian cancer,0.0387439397151409
ABCC2,Esophagus Neoplasm,0.0102679590519094
ABCC2,Autosomal recessive infantile hypercalcemia ORPHA:300547,0.0083045131203191
ACSL5,Colorectal Carcinoma,0.0034602840073026
ACSL5,Epithelioma,0.0149002095788623
ACSL5,Colorectal Cancer,0.0149315928814189
ACSL5,Adenocarcinoma,0.0155921563748247
ACSL5,Carcinogenesis,0.0228075668512991
ACTA2,Mammary Neoplasms,0.0034602840073026
ACTA2,Breast Carcinoma,0.0042545616049287
ACTA2,Adenocarcinoma,0.0155921563748247
ACTA2,Malignant neoplasm of breast,0.0191435238361999
ACTA2,Breast Carcinoma,0.0075861267486594
ACTA2,Marfan Syndrome,0.0133304506157067
ACTA2,Mammary Neoplasms,0.0155248163763686
ACTA2,Breast Cancer,0.0402286636010764
ACTA2,Lymphocytic Leukemia,0.0487679768343083
ADAM15,Colorectal Carcinoma,0.0034602840073026
ADAM15,Mammary Neoplasms,0.0034602840073026
ADAM15,Breast Carcinoma,0.0042545616049287
ADAM15,Epithelioma,0.0149002095788623
ADAM15,Tumor Progression,0.0149315928814189
